Ord_id,Order_ID,Order_Date,Order_Priority
743,17507,12/28/2012,MEDIUM
744,17702,1/4/2013,HIGH
745,17831,1/11/2013,CRITICAL
746,18179,1/18/2013,NOT SPECIFIED
747,19044,1/25/2013,LOW
748,19462,2/1/2013,MEDIUM
749,19936,2/8/2013,CRITICAL
750,19972,2/15/2013,CRITICAL
751,20038,2/22/2013,LOW
752,20389,3/1/2013,HIGH
753,20676,3/8/2013,LOW
754,20807,3/15/2013,NOT SPECIFIED
755,20838,3/22/2013,NOT SPECIFIED
756,20960,3/29/2013,LOW
757,20961,4/5/2013,NOT SPECIFIED
758,21350,4/12/2013,MEDIUM
759,21572,4/19/2013,CRITICAL
760,21671,4/26/2013,HIGH
761,22657,5/3/2013,HIGH
762,23207,5/10/2013,CRITICAL
763,23940,5/17/2013,MEDIUM
764,24450,5/24/2013,CRITICAL
765,24580,5/31/2013,HIGH
766,24833,6/7/2013,NOT SPECIFIED
767,24933,6/14/2013,LOW
768,25031,6/21/2013,HIGH
769,25633,6/28/2013,LOW
770,25635,7/5/2013,CRITICAL
771,25830,7/12/2013,LOW
772,26342,7/19/2013,LOW
773,26368,7/26/2013,MEDIUM
774,26372,11/2/2012,LOW
775,26756,11/9/2012,MEDIUM
776,26851,11/16/2012,HIGH
777,26981,11/23/2012,MEDIUM
778,27298,11/30/2012,LOW
779,27330,12/7/2012,LOW
780,27781,12/14/2012,HIGH
781,28225,12/21/2012,CRITICAL
782,28389,12/28/2012,HIGH
783,28898,1/4/2013,LOW
784,28901,1/11/2013,HIGH
785,29185,1/18/2013,HIGH
786,29408,1/25/2013,NOT SPECIFIED
787,29985,2/1/2013,CRITICAL
788,29986,2/8/2013,CRITICAL
789,30147,2/15/2013,NOT SPECIFIED
790,30149,2/22/2013,MEDIUM
791,30310,3/1/2013,MEDIUM
792,31426,3/8/2013,LOW
793,31872,3/15/2013,LOW
794,31874,3/22/2013,HIGH
795,31938,3/29/2013,MEDIUM
796,32582,4/5/2013,NOT SPECIFIED
797,32611,4/12/2013,MEDIUM
798,32901,4/19/2013,CRITICAL
799,33284,4/26/2013,LOW
800,33287,5/3/2013,CRITICAL
801,33732,5/10/2013,NOT SPECIFIED
802,34435,5/17/2013,LOW
803,34852,5/24/2013,LOW
804,35649,5/31/2013,MEDIUM
805,36480,6/7/2013,MEDIUM
806,36803,6/14/2013,NOT SPECIFIED
807,36805,6/21/2013,MEDIUM
808,36834,6/28/2013,LOW
809,37410,7/5/2013,MEDIUM
810,37729,7/12/2013,NOT SPECIFIED
811,37988,7/19/2013,NOT SPECIFIED
812,38690,7/26/2013,LOW
813,38758,11/2/2012,NOT SPECIFIED
814,39332,11/9/2012,CRITICAL
815,39745,11/16/2012,NOT SPECIFIED
816,40134,11/23/2012,LOW
817,40164,11/30/2012,NOT SPECIFIED
818,40608,12/7/2012,NOT SPECIFIED
819,40801,12/14/2012,NOT SPECIFIED
820,40965,12/21/2012,MEDIUM
821,41286,12/28/2012,MEDIUM
822,41412,1/4/2013,NOT SPECIFIED
823,41569,1/11/2013,CRITICAL
824,41633,1/18/2013,LOW
825,41895,1/25/2013,CRITICAL
826,42112,2/1/2013,NOT SPECIFIED
827,42177,2/8/2013,NOT SPECIFIED
828,42339,2/15/2013,CRITICAL
829,42342,2/22/2013,NOT SPECIFIED
830,42947,3/1/2013,LOW
831,43079,3/8/2013,MEDIUM
832,43111,3/15/2013,HIGH
833,43140,3/22/2013,CRITICAL
834,44098,3/29/2013,LOW
835,44451,4/5/2013,CRITICAL
836,45059,4/12/2013,NOT SPECIFIED
837,45155,4/19/2013,LOW
838,45317,4/26/2013,LOW
839,45731,5/3/2013,CRITICAL
840,46849,5/10/2013,NOT SPECIFIED
841,47108,5/17/2013,NOT SPECIFIED
842,47520,5/24/2013,NOT SPECIFIED
843,47527,5/31/2013,MEDIUM
844,47713,6/7/2013,HIGH
845,48452,6/14/2013,HIGH
846,49088,6/21/2013,CRITICAL
847,49223,6/28/2013,MEDIUM
848,49987,7/5/2013,HIGH
849,50208,7/12/2013,MEDIUM
850,50338,7/19/2013,NOT SPECIFIED
851,50945,7/26/2013,CRITICAL
852,51462,11/2/2012,MEDIUM
853,51494,11/9/2012,CRITICAL
854,51525,11/16/2012,CRITICAL
855,52933,11/23/2012,LOW
856,53025,11/30/2012,CRITICAL
857,53894,12/7/2012,CRITICAL
858,53953,12/14/2012,NOT SPECIFIED
859,54304,12/21/2012,HIGH
860,55075,12/28/2012,CRITICAL
861,55268,1/4/2013,HIGH
862,55367,1/11/2013,CRITICAL
863,56321,1/18/2013,CRITICAL
864,56610,1/25/2013,MEDIUM
865,56740,2/1/2013,CRITICAL
866,56901,2/8/2013,CRITICAL
867,57314,2/15/2013,LOW
868,57376,2/22/2013,CRITICAL
869,57671,3/1/2013,NOT SPECIFIED
870,57700,3/8/2013,MEDIUM
871,58407,3/15/2013,HIGH
872,58593,3/22/2013,CRITICAL
873,58884,3/29/2013,LOW
874,58913,4/5/2013,MEDIUM
875,58978,4/12/2013,LOW
876,229,4/19/2013,CRITICAL
877,706,4/26/2013,CRITICAL
878,1285,5/3/2013,CRITICAL
879,1313,5/10/2013,CRITICAL
880,1346,5/17/2013,HIGH
881,1699,5/24/2013,CRITICAL
882,2208,5/31/2013,NOT SPECIFIED
883,2656,6/7/2013,CRITICAL
884,3361,6/14/2013,NOT SPECIFIED
885,3393,6/21/2013,HIGH
886,4487,6/28/2013,MEDIUM
887,4579,7/5/2013,HIGH
888,5061,7/12/2013,CRITICAL
889,5092,7/19/2013,LOW
890,5511,7/26/2013,CRITICAL
891,5799,11/2/2012,CRITICAL
892,5890,11/9/2012,HIGH
893,6596,11/16/2012,LOW
894,7015,11/23/2012,NOT SPECIFIED
895,7106,11/30/2012,LOW
896,8007,12/7/2012,LOW
897,8257,12/14/2012,LOW
898,8773,12/21/2012,CRITICAL
899,9057,12/28/2012,CRITICAL
900,9285,1/4/2013,CRITICAL
901,9861,1/11/2013,LOW
902,9922,1/18/2013,NOT SPECIFIED
903,9923,1/25/2013,HIGH
904,9925,2/1/2013,CRITICAL
905,10593,2/8/2013,HIGH
906,11969,2/15/2013,NOT SPECIFIED
907,12228,2/22/2013,NOT SPECIFIED
908,12355,3/1/2013,NOT SPECIFIED
909,12389,3/8/2013,MEDIUM
910,12710,3/15/2013,CRITICAL
911,13636,3/22/2013,LOW
912,14021,3/29/2013,HIGH
913,14338,4/5/2013,LOW
914,14406,4/12/2013,MEDIUM
915,15878,4/19/2013,HIGH
916,16133,4/26/2013,CRITICAL
917,16612,5/3/2013,HIGH
918,16967,5/10/2013,LOW
919,18432,5/17/2013,HIGH
920,18464,5/24/2013,HIGH
921,18754,5/31/2013,NOT SPECIFIED
922,19905,6/7/2013,CRITICAL
923,20256,6/14/2013,LOW
924,20386,6/21/2013,CRITICAL
925,20455,6/28/2013,CRITICAL
926,20642,7/5/2013,HIGH
927,21379,7/12/2013,HIGH
928,21766,7/19/2013,HIGH
929,22053,7/26/2013,CRITICAL
930,22368,11/2/2012,MEDIUM
931,22885,11/9/2012,MEDIUM
932,22947,11/16/2012,LOW
933,23844,11/23/2012,NOT SPECIFIED
934,24039,11/30/2012,NOT SPECIFIED
935,25347,12/7/2012,LOW
936,25825,12/14/2012,NOT SPECIFIED
937,26304,12/21/2012,MEDIUM
938,26726,12/28/2012,HIGH
939,27266,1/4/2013,CRITICAL
940,27396,1/11/2013,CRITICAL
941,28480,1/18/2013,MEDIUM
942,29158,1/25/2013,HIGH
943,29409,2/1/2013,HIGH
944,29956,2/8/2013,CRITICAL
945,30341,2/15/2013,LOW
946,30467,2/22/2013,CRITICAL
947,30785,3/1/2013,HIGH
948,31171,3/8/2013,NOT SPECIFIED
949,31297,3/15/2013,LOW
950,31553,3/22/2013,CRITICAL
951,32706,3/29/2013,CRITICAL
952,33122,4/5/2013,LOW
953,33570,4/12/2013,NOT SPECIFIED
954,33893,4/19/2013,NOT SPECIFIED
955,34599,4/26/2013,LOW
956,34721,5/3/2013,NOT SPECIFIED
957,34787,5/10/2013,LOW
958,34791,5/17/2013,MEDIUM
959,34822,5/24/2013,NOT SPECIFIED
960,34853,5/31/2013,CRITICAL
961,35522,6/7/2013,LOW
962,36099,6/14/2013,LOW
963,36359,6/21/2013,HIGH
964,36901,6/28/2013,CRITICAL
965,37412,7/5/2013,HIGH
966,38625,7/12/2013,NOT SPECIFIED
967,38656,7/19/2013,LOW
968,38784,7/26/2013,MEDIUM
969,38882,11/2/2012,CRITICAL
970,39527,11/9/2012,LOW
971,39845,11/16/2012,CRITICAL
972,39877,11/23/2012,CRITICAL
973,40259,11/30/2012,MEDIUM
974,41217,12/7/2012,HIGH
975,41671,12/14/2012,CRITICAL
976,41927,12/21/2012,NOT SPECIFIED
977,41988,12/28/2012,LOW
978,42692,1/4/2013,MEDIUM
979,44007,1/11/2013,MEDIUM
980,44450,1/18/2013,CRITICAL
981,44610,1/25/2013,HIGH
982,44999,2/1/2013,MEDIUM
983,45025,2/8/2013,HIGH
984,45248,2/15/2013,MEDIUM
985,45249,2/22/2013,LOW
986,45570,3/1/2013,CRITICAL
987,46375,3/8/2013,MEDIUM
988,46885,3/15/2013,LOW
989,46948,3/22/2013,LOW
990,47267,3/29/2013,MEDIUM
991,47333,4/5/2013,CRITICAL
992,48167,4/12/2013,CRITICAL
993,48230,4/19/2013,NOT SPECIFIED
994,48480,4/26/2013,CRITICAL
995,48614,5/3/2013,CRITICAL
996,48772,5/10/2013,MEDIUM
997,48800,5/17/2013,NOT SPECIFIED
998,48931,5/24/2013,LOW
999,49126,5/31/2013,LOW
1000,49283,6/7/2013,HIGH
1001,49441,6/14/2013,MEDIUM
1002,49601,6/21/2013,LOW
1003,49763,6/28/2013,CRITICAL
1004,49927,7/5/2013,NOT SPECIFIED
1005,50048,7/12/2013,HIGH
1006,50499,7/19/2013,NOT SPECIFIED
1007,51041,7/26/2013,HIGH
1008,51328,11/2/2012,LOW
1009,51333,11/9/2012,NOT SPECIFIED
1010,51365,11/16/2012,HIGH
1011,51777,11/23/2012,MEDIUM
1012,51814,11/30/2012,CRITICAL
1013,51975,12/7/2012,LOW
1014,52225,12/14/2012,CRITICAL
1015,52487,12/21/2012,CRITICAL
1016,52868,12/28/2012,LOW
1017,53221,1/4/2013,NOT SPECIFIED
1018,53600,1/11/2013,MEDIUM
1019,53667,1/18/2013,MEDIUM
1020,53891,1/25/2013,HIGH
1021,53955,2/1/2013,CRITICAL
1022,54150,2/8/2013,CRITICAL
1023,55429,2/15/2013,HIGH
1024,55462,2/22/2013,MEDIUM
1025,55749,3/1/2013,CRITICAL
1026,55873,3/8/2013,LOW
1027,56135,3/15/2013,MEDIUM
1028,56708,3/22/2013,NOT SPECIFIED
1029,57986,3/29/2013,HIGH
1030,58310,4/5/2013,CRITICAL
1031,58725,4/12/2013,NOT SPECIFIED
1032,902,4/19/2013,NOT SPECIFIED
1033,2147,4/26/2013,NOT SPECIFIED
1034,2306,5/3/2013,HIGH
1035,2823,5/10/2013,HIGH
1036,3110,5/17/2013,HIGH
1037,3463,5/24/2013,CRITICAL
1038,4034,5/31/2013,NOT SPECIFIED
1039,4037,6/7/2013,HIGH
1040,5538,6/14/2013,CRITICAL
1041,5863,6/21/2013,MEDIUM
1042,7175,6/28/2013,CRITICAL
1043,7364,7/5/2013,HIGH
1044,7878,7/12/2013,CRITICAL
1045,7878,7/19/2013,LOW
1046,8551,7/26/2013,CRITICAL
1047,8834,11/2/2012,HIGH
1048,9155,11/9/2012,CRITICAL
1049,9668,11/16/2012,LOW
1050,10242,11/23/2012,MEDIUM
1051,12292,11/30/2012,NOT SPECIFIED
1052,14503,12/7/2012,NOT SPECIFIED
1053,15109,12/14/2012,NOT SPECIFIED
1054,15142,12/21/2012,NOT SPECIFIED
1055,15332,12/28/2012,NOT SPECIFIED
1056,15872,1/4/2013,NOT SPECIFIED
1057,16032,1/11/2013,LOW
1058,16165,1/18/2013,NOT SPECIFIED
1059,17632,1/25/2013,MEDIUM
1060,19492,2/1/2013,HIGH
1061,20102,2/8/2013,HIGH
1062,21863,2/15/2013,NOT SPECIFIED
1063,21894,2/22/2013,CRITICAL
1064,22022,3/1/2013,CRITICAL
1065,22663,3/8/2013,LOW
1066,23713,3/15/2013,NOT SPECIFIED
1067,24358,3/22/2013,CRITICAL
1068,24386,3/29/2013,HIGH
1069,24899,4/5/2013,NOT SPECIFIED
1070,25473,4/12/2013,HIGH
1071,25638,4/19/2013,HIGH
1072,26016,4/26/2013,HIGH
1073,26691,5/3/2013,NOT SPECIFIED
1074,27015,5/10/2013,LOW
1075,27840,5/17/2013,HIGH
1076,28130,5/24/2013,LOW
1077,28290,5/31/2013,LOW
1078,29927,6/7/2013,HIGH
1079,29953,6/14/2013,CRITICAL
1080,31238,6/21/2013,MEDIUM
1081,32067,6/28/2013,HIGH
1082,32198,7/5/2013,MEDIUM
1083,32231,7/12/2013,LOW
1084,32452,7/19/2013,MEDIUM
1085,32998,7/26/2013,NOT SPECIFIED
1086,33091,11/2/2012,HIGH
1087,33250,11/9/2012,NOT SPECIFIED
1088,33378,11/16/2012,HIGH
1089,33889,11/23/2012,LOW
1090,34567,11/30/2012,LOW
1091,36163,12/7/2012,LOW
1092,36449,12/14/2012,NOT SPECIFIED
1093,36675,12/21/2012,HIGH
1094,37862,12/28/2012,NOT SPECIFIED
1095,38240,1/4/2013,HIGH
1096,38693,1/11/2013,LOW
1097,38917,1/18/2013,LOW
1098,39015,1/25/2013,MEDIUM
1099,39265,2/1/2013,CRITICAL
1100,40962,2/8/2013,CRITICAL
1101,41059,2/15/2013,MEDIUM
1102,41664,2/22/2013,CRITICAL
1103,42596,3/1/2013,MEDIUM
1104,43424,3/8/2013,NOT SPECIFIED
1105,43808,3/15/2013,LOW
1106,45218,3/22/2013,LOW
1107,46050,3/29/2013,HIGH
1108,46117,4/5/2013,LOW
1109,46243,4/12/2013,LOW
1110,46310,4/19/2013,HIGH
1111,46503,4/26/2013,NOT SPECIFIED
1112,46726,5/3/2013,NOT SPECIFIED
1113,47042,5/10/2013,CRITICAL
1114,47174,5/17/2013,CRITICAL
1115,48034,5/24/2013,NOT SPECIFIED
1116,48164,5/31/2013,HIGH
1117,49189,6/7/2013,CRITICAL
1118,49986,6/14/2013,CRITICAL
1119,50336,6/21/2013,NOT SPECIFIED
1120,50373,6/28/2013,CRITICAL
1121,50564,7/5/2013,HIGH
1122,50949,7/12/2013,MEDIUM
1123,51361,7/19/2013,LOW
1124,51361,7/26/2013,CRITICAL
1125,51780,11/2/2012,LOW
1126,51940,11/9/2012,HIGH
1127,52071,11/16/2012,NOT SPECIFIED
1128,53152,11/23/2012,MEDIUM
1129,54177,11/30/2012,CRITICAL
1130,55107,12/7/2012,LOW
1131,55461,12/14/2012,MEDIUM
1132,55526,12/21/2012,HIGH
1133,55969,12/28/2012,MEDIUM
1134,57153,1/4/2013,CRITICAL
1135,57538,1/11/2013,CRITICAL
1136,58656,1/18/2013,HIGH
1137,58789,1/25/2013,LOW
1138,59200,2/1/2013,MEDIUM
1139,59459,2/8/2013,MEDIUM
1140,59878,2/15/2013,HIGH
1141,59909,2/22/2013,LOW
1142,1218,3/1/2013,NOT SPECIFIED
1143,1600,3/8/2013,MEDIUM
1144,2373,3/15/2013,NOT SPECIFIED
1145,2626,3/22/2013,NOT SPECIFIED
1146,3109,3/29/2013,LOW
1147,3777,4/5/2013,MEDIUM
1148,3973,4/12/2013,NOT SPECIFIED
1149,4932,4/19/2013,CRITICAL
1150,7239,4/26/2013,MEDIUM
1151,9088,5/3/2013,CRITICAL
1152,11428,5/10/2013,MEDIUM
1153,12452,5/17/2013,MEDIUM
1154,13345,5/24/2013,NOT SPECIFIED
1155,13410,5/31/2013,NOT SPECIFIED
1156,15808,6/7/2013,CRITICAL
1157,16326,6/14/2013,HIGH
1158,17985,6/21/2013,MEDIUM
1159,20480,6/28/2013,MEDIUM
1160,21091,7/5/2013,HIGH
1161,26759,7/12/2013,NOT SPECIFIED
1162,26853,7/19/2013,LOW
1163,26918,7/26/2013,LOW
1164,27456,11/2/2012,NOT SPECIFIED
1165,28420,11/9/2012,LOW
1166,29318,11/16/2012,NOT SPECIFIED
1167,30016,11/23/2012,CRITICAL
1168,33255,11/30/2012,CRITICAL
1169,35104,12/7/2012,HIGH
1170,35142,12/14/2012,LOW
1171,35584,12/21/2012,MEDIUM
1172,35908,12/28/2012,NOT SPECIFIED
1173,36706,1/4/2013,NOT SPECIFIED
1174,37121,1/11/2013,NOT SPECIFIED
1175,38528,1/18/2013,CRITICAL
1176,38853,1/25/2013,LOW
1177,39590,2/1/2013,LOW
1178,40707,2/8/2013,HIGH
1179,40961,2/15/2013,MEDIUM
1180,41026,2/22/2013,MEDIUM
1181,41543,3/1/2013,LOW
1182,41606,3/8/2013,HIGH
1183,41926,3/15/2013,HIGH
1184,50533,3/22/2013,NOT SPECIFIED
1185,51747,3/29/2013,MEDIUM
1186,53314,4/5/2013,HIGH
1187,54791,4/12/2013,HIGH
1188,54912,4/19/2013,LOW
1189,55269,4/26/2013,MEDIUM
1190,56101,5/3/2013,NOT SPECIFIED
1191,56582,5/10/2013,LOW
1192,56677,5/17/2013,HIGH
1193,59683,5/24/2013,NOT SPECIFIED
1194,837,5/31/2013,NOT SPECIFIED
1195,1059,6/7/2013,CRITICAL
1196,1826,6/14/2013,NOT SPECIFIED
1197,2020,6/21/2013,MEDIUM
1198,10340,6/28/2013,HIGH
1199,11044,7/5/2013,MEDIUM
1200,15718,7/12/2013,CRITICAL
1201,17506,7/19/2013,LOW
1202,20003,7/26/2013,MEDIUM
1203,20805,11/2/2012,HIGH
1204,23524,11/9/2012,HIGH
1205,29860,11/16/2012,CRITICAL
1206,30787,11/23/2012,HIGH
1207,37440,11/30/2012,NOT SPECIFIED
1208,39872,12/7/2012,CRITICAL
1209,39943,12/14/2012,HIGH
1210,42405,12/21/2012,HIGH
1211,47171,12/28/2012,MEDIUM
1212,48576,1/4/2013,NOT SPECIFIED
1213,53984,1/11/2013,MEDIUM
1214,129,1/18/2013,LOW
1215,388,1/25/2013,NOT SPECIFIED
1216,1345,2/1/2013,LOW
1217,1793,2/8/2013,NOT SPECIFIED
1218,2209,2/15/2013,HIGH
1219,2947,2/22/2013,CRITICAL
1220,3271,3/1/2013,CRITICAL
1221,4321,3/8/2013,MEDIUM
1222,4545,3/15/2013,NOT SPECIFIED
1223,5572,3/22/2013,HIGH
1224,5703,3/29/2013,MEDIUM
1225,5920,4/5/2013,HIGH
1226,6311,4/12/2013,MEDIUM
1227,8231,4/19/2013,CRITICAL
1228,8709,4/26/2013,HIGH
1229,9765,5/3/2013,LOW
1230,10147,5/10/2013,HIGH
1231,11876,5/17/2013,HIGH
1232,12224,5/24/2013,HIGH
1233,12256,5/31/2013,MEDIUM
1234,12261,6/7/2013,LOW
1235,13408,6/14/2013,LOW
1236,13444,6/21/2013,HIGH
1237,13601,6/28/2013,LOW
1238,13894,7/5/2013,MEDIUM
1239,16480,7/12/2013,NOT SPECIFIED
1240,17858,7/19/2013,MEDIUM
1241,18561,7/26/2013,NOT SPECIFIED
1242,19777,11/2/2012,NOT SPECIFIED
1243,21601,11/9/2012,LOW
1244,21670,11/16/2012,HIGH
1245,23489,11/23/2012,HIGH
1246,24486,11/30/2012,MEDIUM
1247,24869,12/7/2012,NOT SPECIFIED
1248,25697,12/14/2012,LOW
1249,27490,12/21/2012,NOT SPECIFIED
1250,27844,12/28/2012,LOW
1251,28451,1/4/2013,CRITICAL
1252,28482,1/11/2013,CRITICAL
1253,28642,1/18/2013,HIGH
1254,29380,1/25/2013,NOT SPECIFIED
1255,32036,2/1/2013,MEDIUM
1256,32295,2/8/2013,HIGH
1257,33505,2/15/2013,LOW
1258,34086,2/22/2013,HIGH
1259,34209,3/1/2013,HIGH
1260,36807,3/8/2013,MEDIUM
1261,37318,3/15/2013,MEDIUM
1262,38496,3/22/2013,CRITICAL
1263,41702,3/29/2013,NOT SPECIFIED
1264,44706,4/5/2013,LOW
1265,45347,4/12/2013,MEDIUM
1266,46627,4/19/2013,CRITICAL
1267,47168,4/26/2013,NOT SPECIFIED
1268,50051,5/3/2013,MEDIUM
1269,50433,5/10/2013,CRITICAL
1270,50721,5/17/2013,HIGH
1271,50758,5/24/2013,MEDIUM
1272,50883,5/31/2013,LOW
1273,51524,6/7/2013,MEDIUM
1274,52322,6/14/2013,LOW
1275,52932,6/21/2013,LOW
1276,52995,6/28/2013,NOT SPECIFIED
1277,53024,7/5/2013,NOT SPECIFIED
1278,54145,7/12/2013,LOW
1279,55840,7/19/2013,MEDIUM
1280,56930,7/26/2013,LOW
1281,57570,11/2/2012,HIGH
1282,58051,11/9/2012,HIGH
1283,59392,11/16/2012,MEDIUM
1284,3136,11/23/2012,NOT SPECIFIED
1285,3648,11/30/2012,LOW
1286,6246,12/7/2012,NOT SPECIFIED
1287,9028,12/14/2012,LOW
1288,9478,12/21/2012,HIGH
1289,12323,12/28/2012,NOT SPECIFIED
1290,13830,1/4/2013,HIGH
1291,14791,1/11/2013,MEDIUM
1292,18085,1/18/2013,HIGH
1293,20674,1/25/2013,HIGH
1294,24903,2/1/2013,LOW
1295,25735,2/8/2013,NOT SPECIFIED
1296,29856,2/15/2013,MEDIUM
1297,32580,2/22/2013,HIGH
1298,34017,3/1/2013,HIGH
1299,42597,3/8/2013,MEDIUM
1300,46884,3/15/2013,MEDIUM
1301,52325,3/22/2013,NOT SPECIFIED
1302,53382,3/29/2013,NOT SPECIFIED
1303,53728,4/5/2013,HIGH
1304,65,4/12/2013,CRITICAL
1305,230,4/19/2013,CRITICAL
1306,355,4/26/2013,LOW
1307,449,5/3/2013,HIGH
1308,640,5/10/2013,HIGH
1309,646,5/17/2013,HIGH
1310,835,5/24/2013,NOT SPECIFIED
1311,896,5/31/2013,CRITICAL
1312,994,6/7/2013,LOW
1313,1057,6/14/2013,CRITICAL
1314,1538,6/21/2013,NOT SPECIFIED
1315,1701,6/28/2013,HIGH
1316,1891,7/5/2013,LOW
1317,2022,7/12/2013,CRITICAL
1318,2181,7/19/2013,MEDIUM
1319,2628,7/26/2013,LOW
1320,2691,11/2/2012,LOW
1321,2912,11/9/2012,LOW
1322,3235,11/16/2012,LOW
1323,3266,11/23/2012,LOW
1324,3363,11/30/2012,HIGH
1325,3585,12/7/2012,HIGH
1326,3745,12/14/2012,LOW
1327,4128,12/21/2012,NOT SPECIFIED
1328,4354,12/28/2012,NOT SPECIFIED
1329,4550,1/4/2013,HIGH
1330,4743,1/11/2013,LOW
1331,5251,1/18/2013,MEDIUM
1332,5283,1/25/2013,MEDIUM
1333,5381,2/1/2013,LOW
1334,5444,2/8/2013,CRITICAL
1335,5601,2/15/2013,HIGH
1336,5760,2/22/2013,NOT SPECIFIED
1337,6438,3/1/2013,NOT SPECIFIED
1338,6592,3/8/2013,LOW
1339,6755,3/15/2013,HIGH
1340,6918,3/22/2013,CRITICAL
1341,7841,3/29/2013,NOT SPECIFIED
1342,8103,4/5/2013,LOW
1343,8258,4/12/2013,HIGH
1344,8454,4/19/2013,MEDIUM
1345,8710,4/26/2013,CRITICAL
1346,8835,5/3/2013,CRITICAL
1347,8960,5/10/2013,MEDIUM
1348,9281,5/17/2013,CRITICAL
1349,9350,5/24/2013,CRITICAL
1350,9665,5/31/2013,LOW
1351,9893,6/7/2013,MEDIUM
1352,10183,6/14/2013,CRITICAL
1353,10247,6/21/2013,MEDIUM
1354,10371,6/28/2013,HIGH
1355,10498,7/5/2013,LOW
1356,10624,7/12/2013,CRITICAL
1357,11425,7/19/2013,CRITICAL
1358,11491,7/26/2013,LOW
1359,11841,11/2/2012,MEDIUM
1360,11878,11/9/2012,NOT SPECIFIED
1361,12130,11/16/2012,NOT SPECIFIED
1362,12160,11/23/2012,LOW
1363,12258,11/30/2012,LOW
1364,12263,12/7/2012,HIGH
1365,12551,12/14/2012,LOW
1366,12736,12/21/2012,LOW
1367,12768,12/28/2012,CRITICAL
1368,12837,1/4/2013,MEDIUM
1369,12897,1/11/2013,NOT SPECIFIED
1370,13030,1/18/2013,MEDIUM
1371,13091,1/25/2013,MEDIUM
1372,13383,2/1/2013,NOT SPECIFIED
1373,13440,2/8/2013,NOT SPECIFIED
1374,13479,2/15/2013,HIGH
1375,13633,2/22/2013,NOT SPECIFIED
1376,13735,3/1/2013,MEDIUM
1377,13861,3/8/2013,HIGH
1378,13892,3/15/2013,HIGH
1379,14023,3/22/2013,NOT SPECIFIED
1380,14115,3/29/2013,NOT SPECIFIED
1381,14147,4/5/2013,NOT SPECIFIED
1382,14211,4/12/2013,NOT SPECIFIED
1383,14368,4/19/2013,HIGH
1384,14596,4/26/2013,CRITICAL
1385,14693,5/3/2013,CRITICAL
1386,14695,5/10/2013,HIGH
1387,14823,5/17/2013,LOW
1388,15014,5/24/2013,MEDIUM
1389,15972,5/31/2013,NOT SPECIFIED
1390,16065,6/7/2013,HIGH
1391,16096,6/14/2013,HIGH
1392,16160,6/21/2013,CRITICAL
1393,16196,6/28/2013,HIGH
1394,16291,7/5/2013,NOT SPECIFIED
1395,16519,7/12/2013,MEDIUM
1396,16548,7/19/2013,NOT SPECIFIED
1397,16613,7/26/2013,HIGH
1398,16771,11/2/2012,HIGH
1399,16804,11/9/2012,HIGH
1400,17024,11/16/2012,MEDIUM
1401,17061,11/23/2012,CRITICAL
1402,17152,11/30/2012,HIGH
1403,17187,12/7/2012,HIGH
1404,17252,12/14/2012,NOT SPECIFIED
1405,17312,12/21/2012,NOT SPECIFIED
1406,17377,12/28/2012,LOW
1407,17634,1/4/2013,HIGH
1408,17668,1/11/2013,MEDIUM
1409,17735,1/18/2013,LOW
1410,17825,1/25/2013,NOT SPECIFIED
1411,17956,2/1/2013,CRITICAL
1412,17986,2/8/2013,NOT SPECIFIED
1413,18112,2/15/2013,NOT SPECIFIED
1414,18178,2/22/2013,LOW
1415,18182,3/1/2013,MEDIUM
1416,18405,3/8/2013,MEDIUM
1417,18531,3/15/2013,CRITICAL
1418,18533,3/22/2013,NOT SPECIFIED
1419,18661,3/29/2013,LOW
1420,18723,4/5/2013,MEDIUM
1421,18753,4/12/2013,MEDIUM
1422,19204,4/19/2013,MEDIUM
1423,19394,4/26/2013,MEDIUM
1424,19653,5/3/2013,NOT SPECIFIED
1425,19687,5/10/2013,MEDIUM
1426,19716,5/17/2013,LOW
1427,19782,5/24/2013,LOW
1428,20134,5/31/2013,LOW
1429,20259,6/7/2013,CRITICAL
1430,20261,6/14/2013,MEDIUM
1431,20453,6/21/2013,MEDIUM
1432,20614,6/28/2013,NOT SPECIFIED
1433,20709,7/5/2013,HIGH
1434,21025,7/12/2013,NOT SPECIFIED
1435,21028,7/19/2013,CRITICAL
1436,21125,7/26/2013,NOT SPECIFIED
1437,21382,11/2/2012,CRITICAL
1438,21604,11/9/2012,MEDIUM
1439,21824,11/16/2012,LOW
1440,21893,11/23/2012,CRITICAL
1441,22054,11/30/2012,MEDIUM
1442,22181,12/7/2012,LOW
1443,22272,12/14/2012,HIGH
1444,22373,12/21/2012,HIGH
1445,22434,12/28/2012,CRITICAL
1446,22849,1/4/2013,NOT SPECIFIED
1447,22881,1/11/2013,MEDIUM
1448,22950,1/18/2013,LOW
1449,23008,1/25/2013,CRITICAL
1450,23202,2/1/2013,HIGH
1451,23426,2/8/2013,CRITICAL
1452,23649,2/15/2013,NOT SPECIFIED
1453,23748,2/22/2013,HIGH
1454,23847,3/1/2013,NOT SPECIFIED
1455,23971,3/8/2013,CRITICAL
1456,24135,3/15/2013,LOW
1457,24196,3/22/2013,HIGH
1458,24197,3/29/2013,LOW
1459,24519,4/5/2013,CRITICAL
1460,24546,4/12/2013,CRITICAL
1461,24579,4/19/2013,HIGH
