Ship_id,Order_ID,Ship_Mode,Ship_Date
1443,22272,REGULAR AIR,12/14/2012
1444,22373,REGULAR AIR,12/21/2012
1445,22434,REGULAR AIR,12/28/2012
1446,22849,REGULAR AIR,1/4/2013
1447,22881,REGULAR AIR,1/11/2013
1448,22950,REGULAR AIR,1/18/2013
1449,23008,REGULAR AIR,1/25/2013
1450,23202,REGULAR AIR,2/1/2013
1451,23426,EXPRESS AIR,2/8/2013
1452,23649,REGULAR AIR,2/15/2013
1453,23748,REGULAR AIR,2/22/2013
1454,23847,REGULAR AIR,3/1/2013
1455,23971,REGULAR AIR,3/8/2013
1456,24135,REGULAR AIR,3/15/2013
1457,24196,DELIVERY TRUCK,3/22/2013
1458,24197,REGULAR AIR,3/29/2013
1459,24519,REGULAR AIR,4/5/2013
1460,24546,REGULAR AIR,4/12/2013
1461,24579,EXPRESS AIR,4/19/2013
1462,24581,EXPRESS AIR,4/26/2013
1463,24710,EXPRESS AIR,5/3/2013
1464,24960,REGULAR AIR,5/10/2013
1465,25061,REGULAR AIR,5/17/2013
1466,25095,REGULAR AIR,5/24/2013
1467,25254,REGULAR AIR,5/31/2013
1468,25542,REGULAR AIR,6/7/2013
1469,25569,REGULAR AIR,6/14/2013
1470,25863,DELIVERY TRUCK,6/21/2013
1471,25895,DELIVERY TRUCK,6/28/2013
1472,26050,DELIVERY TRUCK,7/5/2013
1473,26145,REGULAR AIR,7/12/2013
1474,26279,REGULAR AIR,7/19/2013
1475,26406,REGULAR AIR,7/26/2013
1476,26535,EXPRESS AIR,11/2/2012
1477,26661,REGULAR AIR,11/9/2012
1478,26855,DELIVERY TRUCK,11/16/2012
1479,27047,REGULAR AIR,11/23/2012
1480,27077,REGULAR AIR,11/30/2012
1481,27236,REGULAR AIR,12/7/2012
1482,27589,EXPRESS AIR,12/14/2012
1483,27681,DELIVERY TRUCK,12/21/2012
1484,28033,REGULAR AIR,12/28/2012
1485,28324,REGULAR AIR,1/4/2013
1486,28805,DELIVERY TRUCK,1/11/2013
1487,28897,EXPRESS AIR,1/18/2013
1488,28932,EXPRESS AIR,1/25/2013
1489,29219,EXPRESS AIR,2/1/2013
1490,29410,EXPRESS AIR,2/8/2013
1491,29411,REGULAR AIR,2/15/2013
1492,29475,REGULAR AIR,2/22/2013
1493,29537,EXPRESS AIR,3/1/2013
1494,29671,REGULAR AIR,3/8/2013
1495,29895,REGULAR AIR,3/15/2013
1496,30308,REGULAR AIR,3/22/2013
1497,30436,REGULAR AIR,3/29/2013
1498,30820,DELIVERY TRUCK,4/5/2013
1499,31046,REGULAR AIR,4/12/2013
1500,31301,REGULAR AIR,4/19/2013
1501,31495,REGULAR AIR,4/26/2013
1502,31523,DELIVERY TRUCK,5/3/2013
1503,31552,REGULAR AIR,5/10/2013
1504,31877,REGULAR AIR,5/17/2013
1505,32037,REGULAR AIR,5/24/2013
1506,32131,DELIVERY TRUCK,5/31/2013
1507,32135,REGULAR AIR,6/7/2013
1508,32195,REGULAR AIR,6/14/2013
1509,32230,REGULAR AIR,6/21/2013
1510,32451,REGULAR AIR,6/28/2013
1511,32642,REGULAR AIR,7/5/2013
1512,32803,REGULAR AIR,7/12/2013
1513,32834,REGULAR AIR,7/19/2013
1514,33219,DELIVERY TRUCK,7/26/2013
1515,33477,REGULAR AIR,11/2/2012
1516,34082,REGULAR AIR,11/9/2012
1517,34211,REGULAR AIR,11/16/2012
1518,34244,EXPRESS AIR,11/23/2012
1519,34658,REGULAR AIR,11/30/2012
1520,34788,EXPRESS AIR,12/7/2012
1521,34918,DELIVERY TRUCK,12/14/2012
1522,35079,REGULAR AIR,12/21/2012
1523,35110,REGULAR AIR,12/28/2012
1524,35554,REGULAR AIR,1/4/2013
1525,35555,EXPRESS AIR,1/11/2013
1526,35877,REGULAR AIR,1/18/2013
1527,35878,REGULAR AIR,1/25/2013
1528,36448,REGULAR AIR,2/1/2013
1529,36452,DELIVERY TRUCK,2/8/2013
1530,36484,EXPRESS AIR,2/15/2013
1531,36643,REGULAR AIR,2/22/2013
1532,36679,REGULAR AIR,3/1/2013
1533,36741,REGULAR AIR,3/8/2013
1534,36866,REGULAR AIR,3/15/2013
1535,36929,REGULAR AIR,3/22/2013
1536,36999,REGULAR AIR,3/29/2013
1537,37216,REGULAR AIR,4/5/2013
1538,37314,REGULAR AIR,4/12/2013
1539,37349,REGULAR AIR,4/19/2013
1540,37828,REGULAR AIR,4/26/2013
1541,37920,DELIVERY TRUCK,5/3/2013
1542,38052,REGULAR AIR,5/10/2013
1543,38080,REGULAR AIR,5/17/2013
1544,38145,REGULAR AIR,5/24/2013
1545,38437,REGULAR AIR,5/31/2013
1546,38503,REGULAR AIR,6/7/2013
1547,38530,REGULAR AIR,6/14/2013
1548,38726,EXPRESS AIR,6/21/2013
1549,39172,REGULAR AIR,6/28/2013
1550,39269,EXPRESS AIR,7/5/2013
1551,39330,DELIVERY TRUCK,7/12/2013
1552,39365,EXPRESS AIR,7/19/2013
1553,39430,REGULAR AIR,7/26/2013
1554,39555,REGULAR AIR,11/2/2012
1555,39749,REGULAR AIR,11/9/2012
1556,39815,REGULAR AIR,11/16/2012
1557,40001,REGULAR AIR,11/23/2012
1558,40386,REGULAR AIR,11/30/2012
1559,40647,REGULAR AIR,12/7/2012
1560,41120,REGULAR AIR,12/14/2012
1561,41122,REGULAR AIR,12/21/2012
1562,41187,REGULAR AIR,12/28/2012
1563,41221,REGULAR AIR,1/4/2013
1564,41282,REGULAR AIR,1/11/2013
1565,41312,REGULAR AIR,1/18/2013
1566,41318,REGULAR AIR,1/25/2013
1567,41345,REGULAR AIR,2/1/2013
1568,41604,REGULAR AIR,2/8/2013
1569,41891,REGULAR AIR,2/15/2013
1570,42022,REGULAR AIR,2/22/2013
1571,42081,REGULAR AIR,3/1/2013
1572,42086,REGULAR AIR,3/8/2013
1573,42246,DELIVERY TRUCK,3/15/2013
1574,42465,EXPRESS AIR,3/22/2013
1575,42657,REGULAR AIR,3/29/2013
1576,42820,REGULAR AIR,4/5/2013
1577,42848,REGULAR AIR,4/12/2013
1578,43269,REGULAR AIR,4/19/2013
1579,43367,REGULAR AIR,4/26/2013
1580,43399,REGULAR AIR,5/3/2013
1581,43875,EXPRESS AIR,5/10/2013
1582,44197,REGULAR AIR,5/17/2013
1583,44229,REGULAR AIR,5/24/2013
1584,44386,REGULAR AIR,5/31/2013
1585,44390,REGULAR AIR,6/7/2013
1586,44612,REGULAR AIR,6/14/2013
1587,44614,REGULAR AIR,6/21/2013
1588,44615,REGULAR AIR,6/28/2013
1589,44864,REGULAR AIR,7/5/2013
1590,44900,REGULAR AIR,7/12/2013
1591,44960,REGULAR AIR,7/19/2013
1592,44992,REGULAR AIR,7/26/2013
1593,45125,REGULAR AIR,11/30/2012
1594,45190,EXPRESS AIR,12/7/2012
1595,45414,REGULAR AIR,1/18/2013
1596,45700,REGULAR AIR,2/1/2013
1597,45824,REGULAR AIR,2/8/2013
1598,45991,REGULAR AIR,2/15/2013
1599,46307,DELIVERY TRUCK,2/22/2013
1600,46434,REGULAR AIR,11/2/2012
1601,46466,DELIVERY TRUCK,11/9/2012
1602,46528,EXPRESS AIR,11/16/2012
1603,46626,REGULAR AIR,11/23/2012
1604,46853,REGULAR AIR,11/30/2012
1605,46855,REGULAR AIR,12/7/2012
1606,46919,DELIVERY TRUCK,12/14/2012
1607,46977,EXPRESS AIR,12/21/2012
1608,47041,EXPRESS AIR,12/28/2012
1609,47301,REGULAR AIR,1/4/2013
1610,48003,REGULAR AIR,1/11/2013
1611,48195,REGULAR AIR,1/18/2013
1612,48357,EXPRESS AIR,1/25/2013
1613,48615,REGULAR AIR,2/1/2013
1614,48642,REGULAR AIR,2/8/2013
1615,48710,REGULAR AIR,2/15/2013
1616,49094,EXPRESS AIR,2/22/2013
1617,49125,REGULAR AIR,3/1/2013
1618,49538,EXPRESS AIR,3/8/2013
1619,49730,REGULAR AIR,3/15/2013
1620,49924,DELIVERY TRUCK,3/22/2013
1621,50306,REGULAR AIR,3/29/2013
1622,50566,REGULAR AIR,4/5/2013
1623,50823,EXPRESS AIR,4/12/2013
1624,50854,REGULAR AIR,4/19/2013
1625,51109,REGULAR AIR,4/26/2013
1626,51395,DELIVERY TRUCK,5/3/2013
1627,51559,EXPRESS AIR,5/10/2013
1628,51813,DELIVERY TRUCK,5/17/2013
1629,51937,REGULAR AIR,5/24/2013
1630,52098,DELIVERY TRUCK,5/31/2013
1631,52102,REGULAR AIR,6/7/2013
1632,52135,REGULAR AIR,6/14/2013
1633,52162,REGULAR AIR,6/21/2013
1634,52256,EXPRESS AIR,6/28/2013
1635,52391,DELIVERY TRUCK,7/5/2013
1636,52642,REGULAR AIR,7/12/2013
1637,52645,REGULAR AIR,7/19/2013
1638,52711,DELIVERY TRUCK,7/26/2013
1639,52896,DELIVERY TRUCK,12/21/2012
1640,52999,REGULAR AIR,3/1/2013
1641,53254,REGULAR AIR,4/26/2013
1642,53281,REGULAR AIR,5/10/2013
1643,53285,REGULAR AIR,11/2/2012
1644,53312,DELIVERY TRUCK,11/9/2012
1645,53637,REGULAR AIR,11/16/2012
1646,53698,REGULAR AIR,11/23/2012
1647,54183,REGULAR AIR,11/30/2012
1648,54245,REGULAR AIR,12/7/2012
1649,54339,REGULAR AIR,12/14/2012
1650,54401,REGULAR AIR,12/21/2012
1651,54563,REGULAR AIR,12/28/2012
1652,54694,REGULAR AIR,1/4/2013
1653,54755,REGULAR AIR,1/11/2013
1654,54914,REGULAR AIR,1/18/2013
1655,55073,REGULAR AIR,1/25/2013
1656,55270,REGULAR AIR,2/1/2013
1657,55716,REGULAR AIR,2/8/2013
1658,55776,DELIVERY TRUCK,2/15/2013
1659,55874,REGULAR AIR,2/22/2013
1660,56002,REGULAR AIR,3/1/2013
1661,56039,REGULAR AIR,3/8/2013
1662,56710,REGULAR AIR,3/15/2013
1663,57092,EXPRESS AIR,3/22/2013
1664,57253,REGULAR AIR,3/29/2013
1665,57382,REGULAR AIR,4/5/2013
1666,57415,REGULAR AIR,4/12/2013
1667,57606,REGULAR AIR,4/19/2013
1668,57794,REGULAR AIR,4/26/2013
1669,58054,REGULAR AIR,5/3/2013
1670,58113,REGULAR AIR,5/10/2013
1671,58528,REGULAR AIR,5/17/2013
1672,58598,REGULAR AIR,5/24/2013
1673,58851,DELIVERY TRUCK,5/31/2013
1674,58853,REGULAR AIR,6/7/2013
1675,59015,REGULAR AIR,6/14/2013
1676,59075,REGULAR AIR,6/21/2013
1677,59108,REGULAR AIR,6/28/2013
1678,59589,REGULAR AIR,7/12/2013
1679,59685,DELIVERY TRUCK,7/19/2013
1680,59845,REGULAR AIR,7/26/2013
1681,134,DELIVERY TRUCK,11/2/2012
1682,740,REGULAR AIR,11/9/2012
1683,833,REGULAR AIR,11/16/2012
1684,1573,REGULAR AIR,11/23/2012
1685,1639,DELIVERY TRUCK,11/30/2012
1686,2053,EXPRESS AIR,12/7/2012
1687,2146,EXPRESS AIR,12/14/2012
1688,2752,REGULAR AIR,12/21/2012
1689,5445,REGULAR AIR,12/28/2012
1690,5699,REGULAR AIR,1/4/2013
1691,6823,REGULAR AIR,1/11/2013
1692,6948,REGULAR AIR,1/18/2013
1693,7462,REGULAR AIR,1/25/2013
1694,7845,REGULAR AIR,2/1/2013
1695,8033,REGULAR AIR,2/8/2013
1696,8388,REGULAR AIR,2/15/2013
1697,9761,DELIVERY TRUCK,2/22/2013
1698,9863,REGULAR AIR,3/1/2013
1699,10342,REGULAR AIR,3/8/2013
1700,10434,REGULAR AIR,3/15/2013
1701,11040,DELIVERY TRUCK,3/22/2013
1702,11302,REGULAR AIR,3/29/2013
1703,11398,REGULAR AIR,4/5/2013
1704,11584,DELIVERY TRUCK,4/12/2013
1705,11652,EXPRESS AIR,4/19/2013
1706,11686,REGULAR AIR,4/26/2013
1707,13895,REGULAR AIR,5/3/2013
1708,14820,REGULAR AIR,5/10/2013
1709,15170,REGULAR AIR,5/17/2013
1710,15780,REGULAR AIR,5/24/2013
1711,16098,REGULAR AIR,5/31/2013
1712,16103,EXPRESS AIR,6/7/2013
1713,16610,REGULAR AIR,6/14/2013
1714,18757,REGULAR AIR,6/21/2013
1715,19431,EXPRESS AIR,6/28/2013
1716,19584,REGULAR AIR,7/5/2013
1717,20262,REGULAR AIR,7/12/2013
1718,20545,REGULAR AIR,7/19/2013
1719,20577,REGULAR AIR,7/26/2013
1720,20804,REGULAR AIR,11/2/2012
1721,21414,EXPRESS AIR,11/9/2012
1722,21447,REGULAR AIR,11/16/2012
1723,21479,REGULAR AIR,11/23/2012
1724,22208,REGULAR AIR,11/30/2012
1725,22279,REGULAR AIR,12/7/2012
1726,23174,REGULAR AIR,12/14/2012
1727,23333,REGULAR AIR,12/21/2012
1728,24640,REGULAR AIR,12/28/2012
1729,25056,DELIVERY TRUCK,1/4/2013
1730,26244,REGULAR AIR,1/11/2013
1731,27201,REGULAR AIR,1/18/2013
1732,27808,REGULAR AIR,1/25/2013
1733,29573,REGULAR AIR,2/1/2013
1734,29862,REGULAR AIR,2/8/2013
1735,30433,REGULAR AIR,2/15/2013
1736,30532,REGULAR AIR,2/22/2013
1737,30597,REGULAR AIR,3/1/2013
1738,30981,EXPRESS AIR,3/8/2013
1739,31751,REGULAR AIR,3/15/2013
1740,31873,REGULAR AIR,3/22/2013
1741,32000,REGULAR AIR,3/29/2013
1742,32737,REGULAR AIR,4/5/2013
1743,35012,REGULAR AIR,4/12/2013
1744,35042,REGULAR AIR,4/19/2013
1745,35713,REGULAR AIR,4/26/2013
1746,36229,DELIVERY TRUCK,5/3/2013
1747,36933,REGULAR AIR,5/10/2013
1748,37152,DELIVERY TRUCK,5/17/2013
1749,37223,EXPRESS AIR,5/24/2013
1750,37254,REGULAR AIR,5/31/2013
1751,37441,DELIVERY TRUCK,6/7/2013
1752,38084,REGULAR AIR,6/14/2013
1753,39168,REGULAR AIR,6/21/2013
1754,39333,DELIVERY TRUCK,6/28/2013
1755,39589,REGULAR AIR,7/5/2013
1756,39906,EXPRESS AIR,7/12/2013
1757,40097,DELIVERY TRUCK,7/19/2013
1758,40193,REGULAR AIR,7/26/2013
1759,40258,EXPRESS AIR,11/16/2012
1760,40544,REGULAR AIR,11/23/2012
1761,41765,REGULAR AIR,11/30/2012
1762,42242,REGULAR AIR,12/7/2012
1763,42369,REGULAR AIR,12/14/2012
1764,42690,REGULAR AIR,12/21/2012
1765,45184,REGULAR AIR,12/28/2012
1766,45632,REGULAR AIR,1/4/2013
1767,46276,DELIVERY TRUCK,1/18/2013
1768,46566,REGULAR AIR,1/25/2013
1769,48198,REGULAR AIR,2/1/2013
1770,48453,REGULAR AIR,2/15/2013
1771,48518,REGULAR AIR,2/22/2013
1772,49349,REGULAR AIR,3/1/2013
1773,49668,REGULAR AIR,3/15/2013
1774,50309,REGULAR AIR,3/22/2013
1775,52327,DELIVERY TRUCK,4/26/2013
1776,52516,REGULAR AIR,5/10/2013
1777,52800,REGULAR AIR,5/17/2013
1778,53574,REGULAR AIR,5/24/2013
1779,54023,REGULAR AIR,5/31/2013
1780,55265,REGULAR AIR,6/7/2013
1781,55398,REGULAR AIR,7/5/2013
1782,55458,DELIVERY TRUCK,7/12/2013
1783,55809,REGULAR AIR,11/2/2012
1784,56992,DELIVERY TRUCK,11/9/2012
1785,58210,REGULAR AIR,11/16/2012
1786,58277,REGULAR AIR,11/23/2012
1787,58720,DELIVERY TRUCK,11/30/2012
1788,58820,REGULAR AIR,12/7/2012
1789,1382,REGULAR AIR,12/14/2012
1790,1411,REGULAR AIR,12/21/2012
1791,1444,EXPRESS AIR,12/28/2012
1792,3942,REGULAR AIR,1/4/2013
1793,4647,REGULAR AIR,1/11/2013
1794,4960,REGULAR AIR,1/18/2013
1795,7367,REGULAR AIR,1/25/2013
1796,7938,REGULAR AIR,2/1/2013
1797,8320,DELIVERY TRUCK,2/8/2013
1798,8807,REGULAR AIR,2/15/2013
1799,9062,REGULAR AIR,2/22/2013
1800,9602,REGULAR AIR,3/1/2013
1801,10209,REGULAR AIR,3/8/2013
1802,10338,REGULAR AIR,3/15/2013
1803,10688,DELIVERY TRUCK,3/22/2013
1804,11206,REGULAR AIR,3/29/2013
1805,11585,REGULAR AIR,4/5/2013
1806,12868,REGULAR AIR,4/12/2013
1807,14215,REGULAR AIR,4/19/2013
1808,14662,REGULAR AIR,4/26/2013
1809,14727,REGULAR AIR,5/3/2013
1810,15781,REGULAR AIR,5/10/2013
1811,17157,REGULAR AIR,5/17/2013
1812,17795,REGULAR AIR,5/24/2013
1813,20449,REGULAR AIR,5/31/2013
1814,21890,REGULAR AIR,6/7/2013
1815,22020,EXPRESS AIR,6/14/2013
1816,22149,REGULAR AIR,6/21/2013
1817,23078,DELIVERY TRUCK,6/28/2013
1818,23619,DELIVERY TRUCK,7/5/2013
1819,24003,DELIVERY TRUCK,7/12/2013
1820,25442,EXPRESS AIR,7/19/2013
1821,25927,EXPRESS AIR,7/26/2013
1822,26243,REGULAR AIR,11/2/2012
1823,28515,REGULAR AIR,11/9/2012
1824,29667,REGULAR AIR,11/16/2012
1825,30023,REGULAR AIR,11/23/2012
1826,30215,EXPRESS AIR,11/30/2012
1827,31845,REGULAR AIR,12/7/2012
1828,32999,REGULAR AIR,12/14/2012
1829,35777,DELIVERY TRUCK,12/21/2012
1830,36005,REGULAR AIR,12/28/2012
1831,36196,REGULAR AIR,1/4/2013
1832,36230,EXPRESS AIR,1/11/2013
1833,36294,REGULAR AIR,1/18/2013
1834,36737,REGULAR AIR,1/25/2013
1835,37287,REGULAR AIR,2/1/2013
1836,37831,REGULAR AIR,2/8/2013
1837,38372,DELIVERY TRUCK,2/15/2013
1838,38912,REGULAR AIR,2/22/2013
1839,39040,REGULAR AIR,3/1/2013
1840,40896,REGULAR AIR,3/8/2013
1841,40994,EXPRESS AIR,3/15/2013
1842,41607,REGULAR AIR,3/22/2013
1843,41666,REGULAR AIR,3/29/2013
1844,42306,REGULAR AIR,4/5/2013
1845,42469,REGULAR AIR,4/12/2013
1846,42528,REGULAR AIR,4/19/2013
1847,42884,REGULAR AIR,4/26/2013
1848,43302,REGULAR AIR,5/3/2013
1849,43460,EXPRESS AIR,5/10/2013
1850,43972,REGULAR AIR,5/17/2013
1851,44000,EXPRESS AIR,5/24/2013
1852,46177,REGULAR AIR,5/31/2013
1853,48226,EXPRESS AIR,6/7/2013
1854,48455,REGULAR AIR,6/14/2013
1855,48929,DELIVERY TRUCK,6/21/2013
1856,48994,REGULAR AIR,6/28/2013
1857,51111,REGULAR AIR,7/5/2013
1858,55425,DELIVERY TRUCK,7/12/2013
1859,55815,DELIVERY TRUCK,7/19/2013
1860,55940,DELIVERY TRUCK,7/26/2013
1861,56166,REGULAR AIR,11/2/2012
1862,57638,REGULAR AIR,11/9/2012
1863,57890,EXPRESS AIR,11/16/2012
1864,2244,REGULAR AIR,11/23/2012
1865,3104,REGULAR AIR,11/30/2012
1866,6179,REGULAR AIR,12/7/2012
1867,11747,EXPRESS AIR,12/14/2012
1868,11877,REGULAR AIR,12/21/2012
1869,15271,EXPRESS AIR,12/28/2012
1870,22561,REGULAR AIR,1/4/2013
1871,25860,REGULAR AIR,1/11/2013
1872,775,REGULAR AIR,1/18/2013
1873,900,REGULAR AIR,1/25/2013
1874,964,DELIVERY TRUCK,2/1/2013
1875,2722,REGULAR AIR,2/8/2013
1876,3078,REGULAR AIR,2/15/2013
1877,3456,DELIVERY TRUCK,2/22/2013
1878,3556,REGULAR AIR,3/1/2013
1879,3654,REGULAR AIR,3/8/2013
1880,3680,EXPRESS AIR,3/15/2013
1881,4162,REGULAR AIR,3/22/2013
1882,4896,REGULAR AIR,3/29/2013
1883,4965,REGULAR AIR,4/5/2013
1884,5830,EXPRESS AIR,4/12/2013
1885,6695,REGULAR AIR,4/19/2013
1886,6885,REGULAR AIR,4/26/2013
1887,7458,EXPRESS AIR,5/3/2013
1888,9024,EXPRESS AIR,5/10/2013
1889,9894,REGULAR AIR,5/17/2013
1890,11011,REGULAR AIR,5/24/2013
1891,11271,REGULAR AIR,5/31/2013
1892,12005,REGULAR AIR,6/7/2013
1893,13284,REGULAR AIR,6/14/2013
1894,13476,DELIVERY TRUCK,6/21/2013
1895,14182,REGULAR AIR,6/28/2013
1896,14528,REGULAR AIR,7/5/2013
1897,15009,REGULAR AIR,7/12/2013
1898,15619,REGULAR AIR,7/19/2013
1899,15971,REGULAR AIR,7/26/2013
1900,16036,REGULAR AIR,11/2/2012
1901,16452,REGULAR AIR,11/9/2012
1902,17408,REGULAR AIR,11/16/2012
1903,17410,REGULAR AIR,11/23/2012
1904,18849,REGULAR AIR,11/30/2012
1905,19174,REGULAR AIR,12/7/2012
1906,20098,REGULAR AIR,12/14/2012
1907,20711,REGULAR AIR,12/21/2012
1908,20932,REGULAR AIR,12/28/2012
1909,21319,REGULAR AIR,1/4/2013
1910,21344,REGULAR AIR,1/11/2013
1911,21538,REGULAR AIR,1/18/2013
1912,21574,DELIVERY TRUCK,1/25/2013
1913,22242,DELIVERY TRUCK,2/1/2013
1914,23271,REGULAR AIR,2/8/2013
1915,23428,REGULAR AIR,2/15/2013
1916,25092,DELIVERY TRUCK,2/22/2013
1917,25280,REGULAR AIR,3/1/2013
1918,25666,REGULAR AIR,3/8/2013
1919,25669,DELIVERY TRUCK,3/15/2013
1920,26276,REGULAR AIR,3/22/2013
1921,26912,EXPRESS AIR,3/29/2013
1922,27137,REGULAR AIR,4/5/2013
1923,27335,REGULAR AIR,4/12/2013
1924,27430,REGULAR AIR,4/19/2013
1925,27559,REGULAR AIR,4/26/2013
1926,29797,REGULAR AIR,5/3/2013
1927,31682,REGULAR AIR,5/10/2013
1928,32389,REGULAR AIR,5/17/2013
1929,32420,REGULAR AIR,5/24/2013
1930,33699,REGULAR AIR,5/31/2013
1931,33797,EXPRESS AIR,6/7/2013
1932,33958,REGULAR AIR,6/14/2013
1933,36454,REGULAR AIR,6/21/2013
1934,36609,REGULAR AIR,6/28/2013
1935,36800,DELIVERY TRUCK,7/5/2013
1936,37443,REGULAR AIR,7/12/2013
1937,37792,DELIVERY TRUCK,7/19/2013
1938,37829,REGULAR AIR,7/26/2013
1939,38087,REGULAR AIR,11/2/2012
1940,38341,DELIVERY TRUCK,11/9/2012
1941,38599,REGULAR AIR,11/16/2012
1942,38721,REGULAR AIR,11/23/2012
1943,38976,EXPRESS AIR,11/30/2012
1944,39300,REGULAR AIR,12/7/2012
1945,39393,REGULAR AIR,12/14/2012
1946,39842,EXPRESS AIR,12/21/2012
1947,41766,REGULAR AIR,12/28/2012
1948,43813,REGULAR AIR,1/4/2013
1949,44292,REGULAR AIR,1/11/2013
1950,44583,REGULAR AIR,1/18/2013
1951,45381,REGULAR AIR,1/25/2013
1952,46531,REGULAR AIR,2/1/2013
1953,47136,REGULAR AIR,2/8/2013
1954,47813,EXPRESS AIR,2/15/2013
1955,48263,EXPRESS AIR,2/22/2013
1956,48706,REGULAR AIR,3/1/2013
1957,48963,DELIVERY TRUCK,3/8/2013
1958,49312,REGULAR AIR,3/15/2013
1959,49472,EXPRESS AIR,3/22/2013
1960,49891,DELIVERY TRUCK,3/29/2013
1961,49984,DELIVERY TRUCK,4/5/2013
1962,50471,REGULAR AIR,4/12/2013
1963,51203,REGULAR AIR,4/19/2013
1964,51233,DELIVERY TRUCK,4/26/2013
1965,52195,REGULAR AIR,5/3/2013
1966,53123,REGULAR AIR,5/10/2013
1967,54533,REGULAR AIR,5/17/2013
1968,55139,REGULAR AIR,5/24/2013
1969,55392,REGULAR AIR,5/31/2013
1970,55616,REGULAR AIR,6/7/2013
1971,55909,REGULAR AIR,6/14/2013
1972,55938,REGULAR AIR,6/21/2013
1973,56515,REGULAR AIR,6/28/2013
1974,56768,REGULAR AIR,7/5/2013
1975,56900,REGULAR AIR,7/12/2013
1976,57056,REGULAR AIR,7/19/2013
1977,58372,EXPRESS AIR,7/26/2013
1978,59270,REGULAR AIR,11/2/2012
1979,59619,EXPRESS AIR,11/9/2012
1980,59781,REGULAR AIR,11/16/2012
1981,132,EXPRESS AIR,11/23/2012
1982,258,EXPRESS AIR,11/30/2012
1983,325,REGULAR AIR,12/7/2012
1984,2084,REGULAR AIR,12/14/2012
1985,3332,REGULAR AIR,12/21/2012
1986,3397,REGULAR AIR,12/28/2012
1987,3589,REGULAR AIR,1/4/2013
1988,3905,REGULAR AIR,1/11/2013
1989,4033,EXPRESS AIR,1/18/2013
1990,4773,EXPRESS AIR,1/25/2013
1991,5189,EXPRESS AIR,2/1/2013
1992,5510,REGULAR AIR,2/8/2013
1993,6369,REGULAR AIR,2/15/2013
1994,6373,REGULAR AIR,2/22/2013
1995,6465,EXPRESS AIR,3/1/2013
1996,7297,REGULAR AIR,3/8/2013
1997,7751,REGULAR AIR,3/15/2013
1998,8422,EXPRESS AIR,3/22/2013
1999,10245,REGULAR AIR,3/29/2013
2000,11008,REGULAR AIR,4/5/2013
2001,13472,REGULAR AIR,4/12/2013
2002,14114,EXPRESS AIR,4/19/2013
2003,15399,REGULAR AIR,4/26/2013
2004,16194,REGULAR AIR,5/3/2013
2005,16229,REGULAR AIR,5/10/2013
2006,16231,REGULAR AIR,5/17/2013
2007,16674,REGULAR AIR,5/24/2013
2008,16710,DELIVERY TRUCK,5/31/2013
2009,17698,REGULAR AIR,6/7/2013
2010,18534,REGULAR AIR,6/14/2013
2011,18951,REGULAR AIR,6/21/2013
2012,22115,REGULAR AIR,6/28/2013
2013,22338,REGULAR AIR,7/5/2013
2014,22627,EXPRESS AIR,7/12/2013
2015,22820,REGULAR AIR,7/19/2013
2016,22880,REGULAR AIR,7/26/2013
2017,23268,REGULAR AIR,11/2/2012
2018,24102,REGULAR AIR,11/9/2012
2019,24422,REGULAR AIR,11/16/2012
2020,24644,REGULAR AIR,11/23/2012
2021,26401,REGULAR AIR,11/30/2012
2022,27938,EXPRESS AIR,12/7/2012
2023,29280,REGULAR AIR,12/14/2012
2024,29346,REGULAR AIR,12/21/2012
2025,29349,REGULAR AIR,12/28/2012
2026,29473,REGULAR AIR,1/4/2013
2027,29893,DELIVERY TRUCK,1/11/2013
2028,30720,REGULAR AIR,1/18/2013
2029,30884,EXPRESS AIR,1/25/2013
2030,31303,REGULAR AIR,2/1/2013
2031,31392,EXPRESS AIR,2/8/2013
2032,31715,REGULAR AIR,2/15/2013
2033,32965,REGULAR AIR,2/22/2013
2034,33253,REGULAR AIR,3/1/2013
2035,33959,REGULAR AIR,3/8/2013
2036,35271,REGULAR AIR,3/15/2013
2037,36390,REGULAR AIR,3/22/2013
2038,37447,REGULAR AIR,3/29/2013
2039,38723,REGULAR AIR,4/5/2013
2040,38851,REGULAR AIR,4/12/2013
2041,39266,REGULAR AIR,4/19/2013
2042,39780,REGULAR AIR,4/26/2013
2043,40005,REGULAR AIR,5/3/2013
2044,40704,REGULAR AIR,5/10/2013
2045,41383,EXPRESS AIR,5/17/2013
2046,41415,REGULAR AIR,5/24/2013
2047,41825,REGULAR AIR,5/31/2013
2048,41826,REGULAR AIR,6/7/2013
2049,42213,DELIVERY TRUCK,6/14/2013
2050,43588,REGULAR AIR,6/21/2013
2051,45728,REGULAR AIR,6/28/2013
2052,45984,REGULAR AIR,7/5/2013
2053,45988,REGULAR AIR,7/12/2013
2054,47106,EXPRESS AIR,7/19/2013
2055,47169,REGULAR AIR,7/26/2013
2056,48071,REGULAR AIR,11/2/2012
2057,50276,REGULAR AIR,11/9/2012
2058,51107,REGULAR AIR,11/16/2012
2059,51783,REGULAR AIR,11/23/2012
2060,52006,DELIVERY TRUCK,11/30/2012
2061,52934,REGULAR AIR,12/7/2012
2062,54053,REGULAR AIR,12/14/2012
2063,55239,DELIVERY TRUCK,12/21/2012
