Ord_id,Prod_id,Ship_id,Cust_id,Sales,Discount,Order_Quantity,Profit,Shipping_Cost,Product_Base_Margin,Order_Date,Market_id
1685,1685,1685,1685,3732.25,0.1,46,1255.86,60,0.56,11/30/2012,1685
1686,1686,1686,1686,238.25,0.05,24,83.55,7.28,0.57,12/7/2012,1686
1687,1687,1687,1687,638.72,0.04,20,130.88,5.5,0.75,12/14/2012,1687
1688,1688,1688,1688,33.64,0.01,3,22.45,11.15,0.37,12/21/2012,1688
1689,1689,1689,1689,178.4,0.04,16,20.08,5.16,0.57,12/28/2012,1689
1690,1690,1690,1690,115.01,0.03,40,5.81,1.34,0.45,1/4/2013,1690
1691,1691,1691,1691,3500.49,0.09,32,230.64,8.64,0.78,1/11/2013,1691
1692,1692,1692,1692,200.753,0.09,2,605.37,8.99,0.55,1/18/2013,1692
1693,1693,1693,1693,183.32,0.04,11,61.1,9.4,0.49,1/25/2013,1693
1694,1694,1694,1694,2651.23,0.09,27,741.81,35,0.82,2/1/2013,1694
1695,1695,1695,1695,1060.34,0.04,42,174.94,15.68,0.62,2/8/2013,1695
1696,1696,1696,1696,194.11,0.03,8,87.66,8.99,0.44,2/15/2013,1696
1697,1697,1697,1697,281.84,0.1,17,99.55,4,0.79,2/22/2013,1697
1698,1698,1698,1698,167.53,0.03,11,40.94,7.69,0.57,3/1/2013,1698
1699,1699,1699,1699,2208.31,0.04,48,569.08,4.8,0.68,3/8/2013,1699
1700,1700,1700,1700,63.93,0.03,4,40.63,6.02,0.48,3/15/2013,1700
1701,1701,1701,1701,4211,0.07,39,270.57,69,0.63,3/22/2013,1701
1702,1702,1702,1702,2361.1,0.01,5,1042.71,49,0.38,3/29/2013,1702
1703,1703,1703,1703,19.34,0.1,2,14.38,6.05,0.39,4/5/2013,1703
1704,1704,1704,1704,784.08,0.02,10,222.77,46.74,0.56,4/12/2013,1704
1705,1705,1705,1705,1683.69,0.02,33,809.97,5.79,0.37,4/19/2013,1705
1706,1706,1706,1706,1085.61,0.04,41,33.32,4,0.75,4/26/2013,1706
1707,1707,1707,1707,570.98,0.05,2,340.48,54.31,0.55,5/3/2013,1707
1708,1708,1708,1708,5028.31,0.06,15,664.88,30,0.61,5/10/2013,1708
1709,1709,1709,1709,3064.658,0.01,17,447.34,2.79,0.58,5/17/2013,1709
1710,1710,1710,1710,84.47,0.06,23,7.98,1.49,0.38,5/24/2013,1710
1711,1711,1711,1711,64.82,0.02,28,32.03,1.99,0.55,5/31/2013,1711
1712,1712,1712,1712,423.24,0.1,21,128.83,2.99,0.37,6/7/2013,1712
1713,1713,1713,1713,12837.11,0.05,42,1881.76,43.57,0.63,6/14/2013,1713
1714,1714,1714,1714,77.6,0.08,6,37.07,11.25,0.36,6/21/2013,1714
1715,1715,1715,1715,2525.9875,0.09,24,416.67,8.99,0.55,6/28/2013,1715
1716,1716,1716,1716,4993.42,0.03,42,190.14,56.14,0.39,7/5/2013,1716
1717,1717,1717,1717,1059.3,0.05,9,67.6,1.99,0.49,7/12/2013,1717
1718,1718,1718,1718,259.43,0,42,52.52,4.97,0.35,7/19/2013,1718
1719,1719,1719,1719,821.18,0.04,17,308.63,5.81,0.38,7/26/2013,1719
1720,1720,1720,1720,15.53,0,11,5.92,0.7,0.81,11/2/2012,1720
1721,1721,1721,1721,442.76,0.09,30,17.11,8.4,0.39,11/9/2012,1721
1722,1722,1722,1722,2684.98,0.03,22,1115.14,9.07,0.35,11/16/2012,1722
1723,1723,1723,1723,179.99,0.03,34,102.27,5.74,0.36,11/23/2012,1723
1724,1724,1724,1724,77.43,0.01,36,60.07,2.56,0.55,11/30/2012,1724
1725,1725,1725,1725,169.27,0.1,5,41.66,8.99,0.56,12/7/2012,1725
1726,1726,1726,1726,22.75,0.09,5,0.45,0.88,0.39,12/14/2012,1726
1727,1727,1727,1727,46.37,0.03,37,19.81,0.7,0.81,12/21/2012,1727
1728,1728,1728,1728,190.45,0.02,3,44.05,3.99,0.57,12/28/2012,1728
1729,1729,1729,1729,304.26,0.1,46,28.93,2.35,0.47,1/4/2013,1729
1730,1730,1730,1730,66.02,0.1,23,10.88,0.99,0.37,1/11/2013,1730
1731,1731,1731,1731,3310.9455,0.05,35,822.4,2.5,0.57,1/18/2013,1731
1732,1732,1732,1732,110.32,0.09,31,32.65,1.32,0.83,1/25/2013,1732
1733,1733,1733,1733,56.695,0.01,3,70.97,0.99,0.37,2/1/2013,1733
1734,1734,1734,1734,97.57,0.04,4,27.31,14.87,0.57,2/8/2013,1734
1735,1735,1735,1735,71.47,0.06,14,62.73,4.62,0.64,2/15/2013,1735
1736,1736,1736,1736,1030.09,0.09,40,568.71,19.99,0.67,2/22/2013,1736
1737,1737,1737,1737,1372.14,0.06,10,340.98,54.74,0.69,3/1/2013,1737
1738,1738,1738,1738,1154.89,0.03,27,66.36,6.5,0.64,3/8/2013,1738
1739,1739,1739,1739,78.36,0.06,12,8.52,1.5,0.48,3/15/2013,1739
1740,1740,1740,1740,67.84,0.07,24,13.44,0.99,0.36,3/22/2013,1740
1741,1741,1741,1741,21532.26,0.09,44,8323.39,69.3,0.37,3/29/2013,1741
1742,1742,1742,1742,1596.86,0.05,37,418.6,3.5,0.59,4/5/2013,1742
1743,1743,1743,1743,7.64,0.1,1,6.6,3.01,0.36,4/12/2013,1743
1744,1744,1744,1744,487.72,0.06,4,192.3,14,0.36,4/19/2013,1744
1745,1745,1745,1745,455.59,0.02,11,98.02,13.99,0.67,4/26/2013,1745
1746,1746,1746,1746,2489.85,0.06,11,566.5,69.64,0.77,5/3/2013,1746
1747,1747,1747,1747,376.53,0.03,24,3.44,5.45,0.55,5/10/2013,1747
1748,1748,1748,1748,816.09,0.05,4,150.29,9.99,0.6,5/17/2013,1748
1749,1749,1749,1749,308.81,0.01,48,128.28,1.02,0.39,5/24/2013,1749
1750,1750,1750,1750,1428.64,0.09,27,494.26,10.75,0.36,5/31/2013,1750
1751,1751,1751,1751,6004.35,0.05,20,1767.56,7.18,0.48,6/7/2013,1751
1752,1752,1752,1752,182.4,0.09,1,114.22,19.99,0.55,6/14/2013,1752
1753,1753,1753,1753,17.59,0.06,1,10.85,0.5,0.39,6/21/2013,1753
1754,1754,1754,1754,457.51,0.1,42,183.75,7.95,0.58,6/28/2013,1754
1755,1755,1755,1755,21.32,0.08,5,2.2,0.85,0.48,7/5/2013,1755
1756,1756,1756,1756,1921.1275,0.08,36,248.58,8.99,0.56,7/12/2013,1756
1757,1757,1757,1757,119.9,0.03,3,14.47,5.08,0.38,7/19/2013,1757
1758,1758,1758,1758,3630.146,0.04,33,951.68,8.99,0.55,7/26/2013,1758
1759,1759,1759,1759,2438.7,0,43,1413.18,52.2,0.72,11/16/2012,1759
1760,1760,1760,1760,205.88,0.08,22,20.68,1.99,0.43,11/23/2012,1760
1761,1761,1761,1761,73.36,0.09,41,94.95,2.58,0.82,11/30/2012,1761
1762,1762,1762,1762,18.15,0.04,1,7.26,6.13,0.57,12/7/2012,1762
1763,1763,1763,1763,497.14,0.05,45,240.41,1.39,0.35,12/14/2012,1763
1764,1764,1764,1764,756.15,0.06,5,280.28,17.85,0.56,12/21/2012,1764
1765,1765,1765,1765,1373.11,0.1,18,599.54,35,0.81,12/28/2012,1765
1766,1766,1766,1766,55.02,0.08,10,56.12,5.14,0.79,1/4/2013,1766
1767,1767,1767,1767,550.61,0.08,10,98.32,13.88,0.36,1/18/2013,1767
1768,1768,1768,1768,71.94,0.01,3,70.68,5.99,0.65,1/25/2013,1768
1769,1769,1769,1769,917.39,0.02,21,393.41,2.99,0.36,2/1/2013,1769
1770,1770,1770,1770,241.706,0,13,92.96,3.3,0.81,2/15/2013,1770
1771,1771,1771,1771,80.61,0.02,15,4.72,2.99,0.37,2/22/2013,1771
1772,1772,1772,1772,21134.71,0.06,6,4266.09,8.73,0.57,3/1/2013,1772
1773,1773,1773,1773,43.29,0.03,4,0.36,10.16,0.59,3/15/2013,1773
1774,1774,1774,1774,519.96,0.07,26,169.44,2.99,0.36,3/22/2013,1774
1775,1775,1775,1775,2951.438,0,26,667.28,8.99,0.57,4/26/2013,1775
1776,1776,1776,1776,17605.77,0.01,38,370.04,49,0.38,5/10/2013,1776
1777,1777,1777,1777,157.85,0.06,32,22.54,2.04,0.36,5/17/2013,1777
1778,1778,1778,1778,1132.32,0.1,34,77.45,13.89,0.41,5/24/2013,1778
1779,1779,1779,1779,2438.3695,0.1,45,317.2,8.99,0.6,5/31/2013,1779
1780,1780,1780,1780,19.36,0,10,1.02,0.7,0.56,6/7/2013,1780
1781,1781,1781,1781,593.64,0.02,8,65.25,60,0.56,7/5/2013,1781
1782,1782,1782,1782,86.53,0.05,23,35.62,0.5,0.37,7/12/2013,1782
1783,1783,1783,1783,78.47,0.06,27,17.99,0.99,0.36,11/2/2012,1783
1784,1784,1784,1784,173.417,0,9,18.23,0.99,0.37,11/9/2012,1784
1785,1785,1785,1785,108.42,0.02,16,50.82,6.81,0.36,11/16/2012,1785
1786,1786,1786,1786,4965.7595,0.08,30,1198.97,3.99,0.58,11/23/2012,1786
1787,1787,1787,1787,1285.37,0.1,42,514.07,1.99,0.42,11/30/2012,1787
1788,1788,1788,1788,21555.6,0.02,47,8965.83,49,0.38,12/7/2012,1788
1789,1789,1789,1789,3563.88,0,11,285.95,11.64,0.5,12/14/2012,1789
1790,1790,1790,1790,778.62,0,39,247.24,6.15,0.44,12/21/2012,1790
1791,1791,1791,1791,920,0.08,30,45.07,4,0.75,12/28/2012,1791
1792,1792,1792,1792,104.2,0.05,7,8.53,3.5,0.58,1/4/2013,1792
1793,1793,1793,1793,19224.92,0.1,47,6635.15,49,0.38,1/11/2013,1793
1794,1794,1794,1794,857.32,0.05,39,195.71,8.99,0.41,1/18/2013,1794
1795,1795,1795,1795,217.68,0.08,27,168.75,9.23,0.58,1/25/2013,1795
1796,1796,1796,1796,1984.61,0.05,37,585.03,14.3,0.37,2/1/2013,1796
1797,1797,1797,1797,75.15,0.02,14,63.53,6.89,0.6,2/8/2013,1797
1798,1798,1798,1798,1587.16,0.09,32,22.33,19.99,0.45,2/15/2013,1798
1799,1799,1799,1799,7202.94,0.02,23,1425.11,26.53,0.56,2/22/2013,1799
1800,1800,1800,1800,400.45,0.07,43,38.58,5.76,0.39,3/1/2013,1800
1801,1801,1801,1801,8.87,0.03,2,6.79,3.5,0.58,3/8/2013,1801
1802,1802,1802,1802,3896.39,0.1,19,755.28,18.06,0.57,3/15/2013,1802
1803,1803,1803,1803,245.82,0.1,13,7.39,9.54,0.37,3/22/2013,1803
1804,1804,1804,1804,220.97,0.02,23,25.86,7.29,0.45,3/29/2013,1804
1805,1805,1805,1805,345.37,0.01,7,84.34,5.79,0.37,4/5/2013,1805
1806,1806,1806,1806,3577.81,0.03,45,1097.97,35,0.83,4/12/2013,1806
1807,1807,1807,1807,2379.15,0.06,18,261.77,30,0.78,4/19/2013,1807
1808,1808,1808,1808,1251.4,0.01,22,539.45,6.79,0.37,4/26/2013,1808
1809,1809,1809,1809,250.29,0.1,8,9.31,12.62,0.37,5/3/2013,1809
1810,1810,1810,1810,635.59,0.07,40,202.83,2.99,0.37,5/10/2013,1810
1811,1811,1811,1811,251.59,0.09,7,39.23,5.08,0.38,5/17/2013,1811
1812,1812,1812,1812,151.75,0.04,25,66.24,5.59,0.4,5/24/2013,1812
1813,1813,1813,1813,158.46,0.06,39,130.66,5.26,0.38,5/31/2013,1813
1814,1814,1814,1814,7180.83,0.02,31,487.17,64.66,0.62,6/7/2013,1814
1815,1815,1815,1815,89.335,0.06,5,107.1,2.5,0.81,6/14/2013,1815
1816,1816,1816,1816,106.03,0.09,26,42.89,0.5,0.39,6/21/2013,1816
1817,1817,1817,1817,313.4,0,37,5.05,4.82,0.4,6/28/2013,1817
1818,1818,1818,1818,25.07,0.04,2,27.67,5.76,0.39,7/5/2013,1818
1819,1819,1819,1819,934.9405,0.08,17,47.1,5.92,0.55,7/12/2013,1819
1820,1820,1820,1820,64.1,0.03,8,48.28,8.37,0.58,7/19/2013,1820
1821,1821,1821,1821,12570.74,0.02,34,4560.43,40.19,0.62,7/26/2013,1821
1822,1822,1822,1822,746.93,0.09,40,67.03,9.03,0.37,11/2/2012,1822
1823,1823,1823,1823,3327.84,0.06,45,3033.57,89.3,0.69,11/9/2012,1823
1824,1824,1824,1824,4394.78,0.08,46,335.77,35.84,0.62,11/16/2012,1824
1825,1825,1825,1825,1638.67,0.05,23,527.83,60,0.41,11/23/2012,1825
1826,1826,1826,1826,145.48,0.03,34,32.43,1.2,0.44,11/30/2012,1826
1827,1827,1827,1827,2357.45,0.02,23,108.8,35.84,0.62,12/7/2012,1827
1828,1828,1828,1828,596.156,0.1,26,97.92,8.59,0.56,12/14/2012,1828
1829,1829,1829,1829,1116.03,0.04,32,203.44,5.49,0.6,12/21/2012,1829
1830,1830,1830,1830,8363.65,0.09,30,763.33,64.73,0.56,12/28/2012,1830
1831,1831,1831,1831,262.3,0.09,42,255.2,9.68,0.36,1/4/2013,1831
1832,1832,1832,1832,27.9,0.02,5,22.82,6.72,0.4,1/11/2013,1832
1833,1833,1833,1833,3323.44,0.03,21,99.88,4,0.79,1/18/2013,1833
1834,1834,1834,1834,2920.83,0.02,24,1068.16,14,0.36,1/25/2013,1834
1835,1835,1835,1835,40.87,0.04,4,16.38,8.74,0.36,2/1/2013,1835
1836,1836,1836,1836,41343.21,0.09,8,3852.19,24.49,0.39,2/8/2013,1836
1837,1837,1837,1837,37.9,0.08,14,22.01,2.4,0.58,2/15/2013,1837
1838,1838,1838,1838,108.11,0.09,17,62.23,6.86,0.37,2/22/2013,1838
1839,1839,1839,1839,1749.07,0.04,36,804.66,5.79,0.37,3/1/2013,1839
1840,1840,1840,1840,55.77,0.04,6,4.37,2.25,0.52,3/8/2013,1840
1841,1841,1841,1841,2181.44,0.07,34,896.34,35,0.8,3/15/2013,1841
1842,1842,1842,1842,790.63,0.1,24,52.32,14.72,0.37,3/22/2013,1842
1843,1843,1843,1843,46.46,0.1,3,25.13,6.75,0.52,3/29/2013,1843
1844,1844,1844,1844,317.59,0.06,36,46.12,6.19,0.38,4/5/2013,1844
1845,1845,1845,1845,6206.16,0.03,50,1416.27,19.99,0.59,4/12/2013,1845
1846,1846,1846,1846,1239.81,0.04,24,13.28,6.5,0.73,4/19/2013,1846
1847,1847,1847,1847,273.32,0.02,41,48.68,5.14,0.37,4/26/2013,1847
1848,1848,1848,1848,76.8655,0.04,4,54.51,0.99,0.37,5/3/2013,1848
1849,1849,1849,1849,21141.07,0.06,49,6225.36,24.49,0.52,5/10/2013,1849
1850,1850,1850,1850,1201.51,0.1,9,185.48,19.99,0.73,5/17/2013,1850
1851,1851,1851,1851,3674.08,0.01,23,112.44,30,0.74,5/24/2013,1851
1852,1852,1852,1852,61.7185,0.03,2,164.04,1.1,0.55,5/31/2013,1852
1853,1853,1853,1853,1413.89,0.01,46,40.72,13.99,0.58,6/7/2013,1853
1854,1854,1854,1854,283.57,0.02,7,71.21,5.08,0.38,6/14/2013,1854
1855,1855,1855,1855,131.65,0.01,24,67.41,0.5,0.36,6/21/2013,1855
1856,1856,1856,1856,187.6375,0.03,6,190.03,5,0.85,6/28/2013,1856
1857,1857,1857,1857,70.13,0.02,13,21.51,0.95,0.36,7/5/2013,1857
1858,1858,1858,1858,59.76,0.04,5,10.34,3.37,0.57,7/12/2013,1858
1859,1859,1859,1859,14753.08,0.01,38,1085.91,99,0.65,7/19/2013,1859
1860,1860,1860,1860,248.92,0.01,42,66.87,5.3,0.35,7/26/2013,1860
1861,1861,1861,1861,220.45,0.1,36,101.4,0.5,0.39,11/2/2012,1861
1862,1862,1862,1862,52.59,0.05,4,30.39,8.6,0.57,11/9/2012,1862
1863,1863,1863,1863,6815.23,0,44,196.07,39.25,0.75,11/16/2012,1863
1864,1864,1864,1864,162.58,0,31,109.86,4.93,0.66,11/23/2012,1864
1865,1865,1865,1865,1558.18,0,50,417.62,9.18,0.4,11/30/2012,1865
1866,1866,1866,1866,6944.092,0.06,45,1820.95,13.99,0.57,12/7/2012,1866
1867,1867,1867,1867,618.84,0.05,14,200.84,34.2,0.73,12/14/2012,1867
1868,1868,1868,1868,144.84,0,18,21.49,2.82,0.4,12/21/2012,1868
1869,1869,1869,1869,884.1275,0.06,9,178.71,4.23,0.56,12/28/2012,1869
1870,1870,1870,1870,3467.28,0.06,20,433.29,29.21,0.76,1/4/2013,1870
1871,1871,1871,1871,209.12,0.05,34,116.21,4.38,0.75,1/11/2013,1871
1872,1872,1872,1872,6863.95,0.1,41,1662.92,19.99,0.55,1/18/2013,1872
1873,1873,1873,1873,75.57,0.03,26,28.24,0.5,0.38,1/25/2013,1873
1874,1874,1874,1874,4097.1445,0.1,26,501.54,8.99,0.56,2/1/2013,1874
1875,1875,1875,1875,151.19,0.06,33,13.45,0.7,0.85,2/8/2013,1875
1876,1876,1876,1876,2072.12,0.04,49,365.23,8.99,0.59,2/15/2013,1876
1877,1877,1877,1877,10.17,0.02,1,4.09,2.04,0.36,2/22/2013,1877
1878,1878,1878,1878,21.99,0.02,8,4.63,0.5,0.39,3/1/2013,1878
1879,1879,1879,1879,31.18,0,4,17.16,5.22,0.6,3/8/2013,1879
1880,1880,1880,1880,23.58,0.09,4,2.87,0.83,0.49,3/15/2013,1880
1881,1881,1881,1881,29.24,0.01,4,1.73,1.6,0.38,3/22/2013,1881
1882,1882,1882,1882,154,0.08,35,7.08,1.93,0.52,3/29/2013,1882
1883,1883,1883,1883,66.63,0,5,16.92,4.98,0.58,4/5/2013,1883
1884,1884,1884,1884,125.8,0.03,18,35.98,5.87,0.37,4/12/2013,1884
1885,1885,1885,1885,931.08,0.1,32,269.6,1.99,0.5,4/19/2013,1885
1886,1886,1886,1886,4201.47,0.04,19,199.25,52.2,0.64,4/26/2013,1886
1887,1887,1887,1887,1760.35,0.01,48,17.08,7.53,0.76,5/3/2013,1887
1888,1888,1888,1888,55.66,0.08,17,21.4,2.31,0.56,5/10/2013,1888
1889,1889,1889,1889,1436.94,0,37,639.66,5.08,0.38,5/17/2013,1889
1890,1890,1890,1890,5797.68,0.04,35,1366.57,4.2,0.59,5/24/2013,1890
1891,1891,1891,1891,3970.33,0.02,27,229.79,53.48,0.65,5/31/2013,1891
1892,1892,1892,1892,48.01,0.1,21,6.85,1.12,0.58,6/7/2013,1892
1893,1893,1893,1893,173.44,0.02,9,34.63,8.51,0.4,6/14/2013,1893
1894,1894,1894,1894,425.67,0.03,14,166.57,1.49,0.38,6/21/2013,1894
1895,1895,1895,1895,33.41,0.09,5,3.48,1.5,0.48,6/28/2013,1895
1896,1896,1896,1896,195.61,0,23,17.02,5.83,0.36,7/5/2013,1896
1897,1897,1897,1897,1950.036,0.03,34,361.89,8.99,0.56,7/12/2013,1897
1898,1898,1898,1898,131.71,0.1,20,44,5.74,0.37,7/19/2013,1898
1899,1899,1899,1899,265.38,0.04,43,107.59,5.22,0.6,7/26/2013,1899
1900,1900,1900,1900,7157.16,0.09,28,1150.33,41.91,0.59,11/2/2012,1900
1901,1901,1901,1901,89.71,0.04,35,20.71,0.8,0.39,11/9/2012,1901
1902,1902,1902,1902,106.1,0.09,15,65.67,8.19,0.37,11/16/2012,1902
1903,1903,1903,1903,55.97,0.09,4,19.34,7.17,0.38,11/23/2012,1903
1904,1904,1904,1904,174.72,0.06,9,63.48,4,0.68,11/30/2012,1904
1905,1905,1905,1905,2271.37,0.09,48,528.11,10.25,0.57,12/7/2012,1905
1906,1906,1906,1906,7928.562,0.08,46,2229.48,5,0.59,12/14/2012,1906
1907,1907,1907,1907,7164.7435,0.07,44,1609.29,5.99,0.59,12/21/2012,1907
1908,1908,1908,1908,359.65,0.01,24,11.15,6.75,0.52,12/28/2012,1908
1909,1909,1909,1909,878.75,0.07,48,70.46,9.03,0.37,1/4/2013,1909
1910,1910,1910,1910,114.53,0.07,21,39.23,3.6,0.56,1/11/2013,1910
1911,1911,1911,1911,348.92,0.06,31,28.47,3.37,0.57,1/18/2013,1911
1912,1912,1912,1912,5369.46,0,50,1370.26,19.99,0.52,1/25/2013,1912
1913,1913,1913,1913,56.91,0.01,10,7.5,2.04,0.36,2/1/2013,1913
1914,1914,1914,1914,1439.96,0.02,41,182.46,8.74,0.61,2/8/2013,1914
1915,1915,1915,1915,1243.88,0.1,43,22.71,8.99,0.58,2/15/2013,1915
1916,1916,1916,1916,653.786,0.09,12,83.47,5.31,0.57,2/22/2013,1916
1917,1917,1917,1917,5288.89,0,22,547.04,32.48,0.68,3/1/2013,1917
1918,1918,1918,1918,453.87,0.08,30,76.59,4,0.37,3/8/2013,1918
1919,1919,1919,1919,2860.19,0.04,28,458.4,10.12,0.79,3/15/2013,1919
1920,1920,1920,1920,166.13,0,48,119.16,3.97,0.56,3/22/2013,1920
1921,1921,1921,1921,170.7,0,24,37.88,2.74,0.71,3/29/2013,1921
1922,1922,1922,1922,541.45,0,43,164.25,8.99,0.59,4/5/2013,1922
1923,1923,1923,1923,1839.448,0.07,21,742.88,69,0.63,4/12/2013,1923
1924,1924,1924,1924,1803.12,0,41,544.93,5.33,0.57,4/19/2013,1924
1925,1925,1925,1925,148.26,0.04,47,49.04,0.81,0.4,4/26/2013,1925
1926,1926,1926,1926,238.79,0.04,48,83.78,4.72,0.36,5/3/2013,1926
1927,1927,1927,1927,13698.96,0.05,4,9078.94,24.49,0.37,5/10/2013,1927
1928,1928,1928,1928,676.69,0.09,21,138.1,1.99,0.43,5/17/2013,1928
1929,1929,1929,1929,268.55,0.1,36,99.02,2.83,0.77,5/24/2013,1929
1930,1930,1930,1930,2130.31,0.08,35,319.26,32.41,0.56,5/31/2013,1930
1931,1931,1931,1931,36.26,0.08,10,28.37,3.97,0.56,6/7/2013,1931
1932,1932,1932,1932,167.5,0.04,34,84.42,4.95,0.37,6/14/2013,1932
1933,1933,1933,1933,893.1375,0,50,11,1.25,0.83,6/21/2013,1933
1934,1934,1934,1934,3427.31,0.1,11,124.36,58.95,0.57,6/28/2013,1934
1935,1935,1935,1935,114.55,0.05,11,28.61,2.06,0.39,7/5/2013,1935
1936,1936,1936,1936,8.87,0.09,4,5.14,1.63,0.46,7/12/2013,1936
1937,1937,1937,1937,720.613,0.07,43,329.68,0.99,0.37,7/19/2013,1937
1938,1938,1938,1938,6888.6635,0.03,39,1925.58,5,0.59,7/26/2013,1938
1939,1939,1939,1939,879.54,0.09,40,166.93,6.3,0.38,11/2/2012,1939
1940,1940,1940,1940,481.27,0.02,4,181.27,30,0.69,11/9/2012,1940
1941,1941,1941,1941,3645.12,0.04,36,807.29,15.66,0.57,11/16/2012,1941
1942,1942,1942,1942,3577.11,0.1,34,1620.41,58.72,0.76,11/23/2012,1942
1943,1943,1943,1943,20701.928,0.08,49,3918.54,45.7,0.71,11/30/2012,1943
1944,1944,1944,1944,332.38,0.05,19,89.95,5.03,0.54,12/7/2012,1944
1945,1945,1945,1945,119.51,0.06,17,51.3,6.05,0.39,12/14/2012,1945
1946,1946,1946,1946,453.89,0.1,27,75.06,12.39,0.35,12/21/2012,1946
1947,1947,1947,1947,110.14,0.05,26,89.22,5.41,0.35,12/28/2012,1947
1948,1948,1948,1948,238.06,0.05,21,56.43,2.99,0.38,1/4/2013,1948
1949,1949,1949,1949,87.44,0.06,49,1.33,0.7,0.56,1/11/2013,1949
1950,1950,1950,1950,1318.49,0.02,50,4.69,8.79,0.66,1/18/2013,1950
1951,1951,1951,1951,502.8,0,15,19.1,19.51,0.36,1/25/2013,1951
1952,1952,1952,1952,129.7865,0.05,4,116.51,5.99,0.38,2/1/2013,1952
1953,1953,1953,1953,64.09,0.02,4,3.72,1.39,0.38,2/8/2013,1953
1954,1954,1954,1954,85.03,0.05,18,75.31,6.72,0.4,2/15/2013,1954
1955,1955,1955,1955,981.26,0.09,16,500.35,49,0.59,2/22/2013,1955
1956,1956,1956,1956,36.41,0.09,14,9.94,0.5,0.39,3/1/2013,1956
1957,1957,1957,1957,193.11,0.08,50,263.76,7.01,0.37,3/8/2013,1957
1958,1958,1958,1958,95.9,0.07,16,19.57,0.91,0.51,3/15/2013,1958
1959,1959,1959,1959,1102.3,0.1,22,98.12,22.24,0.55,3/22/2013,1959
1960,1960,1960,1960,162.28,0.02,46,216.15,6.27,0.4,3/29/2013,1960
1961,1961,1961,1961,517.91,0.08,28,107.11,5.29,0.4,4/5/2013,1961
1962,1962,1962,1962,11.89,0.06,9,6.12,0.7,0.81,4/12/2013,1962
1963,1963,1963,1963,1165.33,0.04,28,154.85,8.99,0.59,4/19/2013,1963
1964,1964,1964,1964,127.56,0.01,18,57.11,4.07,0.66,4/26/2013,1964
1965,1965,1965,1965,515.65,0,12,123.5,3.99,0.56,5/3/2013,1965
1966,1966,1966,1966,38.56,0.07,20,10.25,1.49,0.37,5/10/2013,1966
1967,1967,1967,1967,452.15,0.06,42,25.79,3.37,0.57,5/17/2013,1967
1968,1968,1968,1968,2826.9,0.07,16,337.29,26.2,0.59,5/24/2013,1968
1969,1969,1969,1969,389.28,0.1,48,37.43,3.5,0.58,5/31/2013,1969
1970,1970,1970,1970,137.5,0.07,27,64.24,4.95,0.37,6/7/2013,1970
1971,1971,1971,1971,5744.24,0.09,12,1118.17,28.14,0.38,6/14/2013,1971
1972,1972,1972,1972,764.32,0.02,35,34.59,8.99,0.59,6/21/2013,1972
1973,1973,1973,1973,2536.18,0.1,19,350.62,19.99,0.56,6/28/2013,1973
1974,1974,1974,1974,7834.77,0.04,37,297.79,64.2,0.59,7/5/2013,1974
1975,1975,1975,1975,1737.06,0.02,42,339.17,9.2,0.65,7/12/2013,1975
1976,1976,1976,1976,119.03,0.06,13,29.62,2.01,0.39,7/19/2013,1976
1977,1977,1977,1977,742.21,0.03,50,122.21,5.3,0.46,7/26/2013,1977
1978,1978,1978,1978,188.05,0.04,26,21.41,5.16,0.37,11/2/2012,1978
1979,1979,1979,1979,945.03,0,47,267.64,5.97,0.38,11/9/2012,1979
1980,1980,1980,1980,1445.6,0.08,35,126.03,8.66,0.76,11/16/2012,1980
1981,1981,1981,1981,28.81,0.02,10,7.15,0.49,0.38,11/23/2012,1981
1982,1982,1982,1982,201.09,0.08,30,56.22,5.66,0.37,11/30/2012,1982
1983,1983,1983,1983,2645.8,0,31,684.78,35,0.83,12/7/2012,1983
1984,1984,1984,1984,1140.26,0.04,39,387.2,8.55,0.42,12/14/2012,1984
1985,1985,1985,1985,282.98,0.06,45,237.47,8.88,0.37,12/21/2012,1985
1986,1986,1986,1986,5041.46,0.06,43,2136.66,70.2,0.74,12/28/2012,1986
1987,1987,1987,1987,131.09,0.01,10,10.94,2.85,0.55,1/4/2013,1987
1988,1988,1988,1988,8817.71,0.09,27,2946.05,60,NA,1/11/2013,1988
1989,1989,1989,1989,1817.9,0.06,33,700.31,10.75,0.36,1/18/2013,1989
1990,1990,1990,1990,381.1995,0.08,7,233.56,8.99,0.58,1/25/2013,1990
1991,1991,1991,1991,2753.07,0.07,42,551.34,19.99,0.4,2/1/2013,1991
1992,1992,1992,1992,93.73,0.03,6,51.14,5.3,0.46,2/8/2013,1992
1993,1993,1993,1993,390.46,0.02,50,171.17,7.72,0.38,2/15/2013,1993
1994,1994,1994,1994,211.86,0.01,34,239.32,9.92,0.38,2/22/2013,1994
1995,1995,1995,1995,113.43,0.02,43,24.27,1.02,0.38,3/1/2013,1995
1996,1996,1996,1996,3645.45,0.04,30,765.5,56.7,0.68,3/8/2013,1996
1997,1997,1997,1997,355.03,0,50,33.31,5.11,0.37,3/15/2013,1997
1998,1998,1998,1998,302.05,0,9,58.81,6.5,0.64,3/22/2013,1998
1999,1999,1999,1999,994.228,0.09,8,446.58,8.99,0.58,3/29/2013,1999
